,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
609,148208,2018,2,1,1164,1746.0,0,0
610,148208,2018,4,1,1924,2886.0,0,0
611,148208,2018,10,0,0,0.0,359,65
612,148208,2018,6,0,0,0.0,0,0
613,148208,2018,7,0,0,0.0,0,0
614,148208,2018,9,0,0,0.0,0,0
615,148208,2018,11,0,0,0.0,0,0
616,148289,2018,8,12,8364,12546.0,0,0
617,148289,2018,12,6,8268,12402.0,0,0
618,148289,2018,6,4,4672,7008.0,560,101
619,148289,2018,3,2,2710,4065.0,0,0
620,148289,2018,4,1,1523,,0,0
621,148289,2018,2,0,0,0.0,0,0
622,148289,2018,5,0,0,0.0,0,0
623,148289,2018,7,0,0,0.0,0,0
624,148289,2018,9,0,0,0.0,0,0
625,148289,2018,10,0,0,0.0,0,0
626,148289,2018,11,0,0,0.0,0,0
627,148570,2018,6,16,12912,19368.0,0,0
628,148570,2018,7,8,11864,17796.0,0,0
629,148570,2018,3,5,4465,,0,0
630,148570,2018,5,4,5344,8016.0,0,0
631,148570,2018,2,2,1348,2022.0,0,0
632,148570,2018,4,1,1638,2457.0,0,0
633,148570,2018,8,0,0,0.0,0,0
634,148570,2018,9,0,0,0.0,0,0
635,148570,2018,10,0,0,0.0,0,0
636,148570,2018,11,0,0,0.0,0,0
637,148570,2018,12,0,0,0.0,0,0
638,148749,2018,12,12,19056,28584.0,0,0
639,148749,2018,11,4,6400,9600.0,0,0
640,148749,2018,10,2,2716,4074.0,0,0
641,148749,2018,4,1,2202,3303.0,0,0
642,148749,2018,2,0,0,0.0,0,0
643,148749,2018,3,0,0,0.0,0,0
644,148749,2018,5,0,0,0.0,0,0
645,148749,2018,6,0,0,0.0,0,0
646,148749,2018,7,0,0,0.0,0,0
647,148749,2018,8,0,0,0.0,0,0
648,148749,2018,9,0,0,0.0,0,0
649,148982,2018,8,12,18372,27558.0,0,0
650,148982,2018,6,8,14768,22152.0,0,0
651,148982,2018,10,8,18984,28476.0,0,0
652,148982,2018,2,0,0,0.0,0,0
653,148982,2018,3,0,0,0.0,0,0
654,148982,2018,4,0,0,0.0,0,0
655,148982,2018,5,0,0,0.0,0,0
656,148982,2018,7,0,0,0.0,0,0
657,148982,2018,9,0,0,0.0,0,0
658,148982,2018,11,0,0,0.0,0,0
659,148982,2018,12,0,0,0.0,0,0
660,149318,2018,6,16,31440,47160.0,0,0
661,149318,2018,7,16,9824,14736.0,730,131
662,149318,2018,8,16,27824,41736.0,0,0
663,149318,2018,12,9,21744,32616.0,0,0
664,149318,2018,5,8,17640,26460.0,0,0
665,149318,2018,4,3,7221,,0,0
666,149318,2018,3,2,2070,3105.0,433,78
667,149318,2018,11,2,2074,3111.0,357,64
668,149318,2018,2,0,0,0.0,0,0
669,149318,2018,9,0,0,0.0,0,0
670,149318,2018,10,0,0,0.0,0,0
671,149549,2018,6,16,36320,54480.0,0,0
672,149549,2018,5,8,13408,20112.0,0,0
673,149549,2018,7,8,7056,10584.0,0,0
674,149549,2018,9,6,12504,18756.0,0,0
675,149549,2018,10,4,8704,13056.0,612,110
676,149549,2018,4,2,4058,6087.0,548,99
677,149549,2018,3,1,886,1329.0,0,0
678,149549,2018,2,0,0,0.0,0,0
679,149549,2018,8,0,0,0.0,0,0
680,149549,2018,11,0,0,0.0,0,0
681,149549,2018,12,0,0,0.0,0,0
682,150383,2018,8,20,13660,20490.0,0,0
683,150383,2018,7,12,8244,12366.0,0,0
684,150383,2018,11,8,16704,25056.0,0,0
685,150383,2018,9,6,8982,13473.0,489,88
686,150383,2018,2,0,0,0.0,0,0
687,150383,2018,3,0,0,0.0,0,0
688,150383,2018,4,0,0,0.0,0,0
689,150383,2018,5,0,0,0.0,0,0
690,150383,2018,6,0,0,0.0,0,0
691,150383,2018,10,0,0,0.0,0,0
692,150383,2018,12,0,0,0.0,0,0
693,151030,2018,6,12,16020,24030.0,0,0
694,151030,2018,7,8,14832,22248.0,0,0
695,151030,2018,3,4,8524,12786.0,0,0
696,151030,2018,5,4,6996,10494.0,0,0
697,151030,2018,8,4,3884,5826.0,0,0
698,151030,2018,9,4,3224,4836.0,0,0
699,151030,2018,2,2,1234,1851.0,0,0
700,151030,2018,11,2,1206,1809.0,0,0
701,151030,2018,4,0,0,0.0,0,0
702,151030,2018,10,0,0,0.0,0,0
703,151030,2018,12,0,0,0.0,0,0
704,152016,2018,6,24,17712,26568.0,0,0
705,152016,2018,7,24,51696,77544.0,0,0
706,152016,2018,5,8,13024,19536.0,0,0
707,152016,2018,11,6,10860,16290.0,0,0
708,152016,2018,12,6,13056,19584.0,0,0
709,152016,2018,3,4,3324,4986.0,0,0
710,152016,2018,4,3,5868,8802.0,0,0
711,152016,2018,2,0,0,0.0,0,0
712,152016,2018,8,0,0,0.0,0,0
713,152016,2018,9,0,0,0.0,0,0
714,152016,2018,10,0,0,0.0,0,0
715,152307,2018,6,16,22992,34488.0,0,0
716,152307,2018,12,15,12330,18495.0,0,0
717,152307,2018,5,8,16352,24528.0,0,0
718,152307,2018,2,0,0,0.0,0,0
719,152307,2018,3,0,0,0.0,0,0
720,152307,2018,4,0,0,0.0,0,0
721,152307,2018,7,0,0,0.0,0,0
722,152307,2018,8,0,0,0.0,0,0
723,152307,2018,9,0,0,0.0,0,0
724,152307,2018,10,0,0,0.0,0,0
725,152307,2018,11,0,0,0.0,0,0
726,153582,2018,6,16,29872,44808.0,0,0
727,153582,2018,12,15,25125,,0,0
728,153582,2018,5,8,12720,19080.0,0,0
729,153582,2018,8,8,6424,9636.0,0,0
730,153582,2018,10,8,15240,22860.0,0,0
731,153582,2018,11,6,8214,12321.0,0,0
732,153582,2018,2,0,0,0.0,0,0
733,153582,2018,3,0,0,0.0,0,0
734,153582,2018,4,0,0,0.0,0,0
735,153582,2018,7,0,0,0.0,0,0
736,153582,2018,9,0,0,0.0,0,0
737,153998,2018,8,16,33456,50184.0,0,0
738,153998,2018,11,6,6330,9495.0,0,0
739,153998,2018,7,4,3476,5214.0,547,98
740,153998,2018,3,2,2218,3327.0,0,0
741,153998,2018,10,2,4904,7356.0,0,0
742,153998,2018,2,1,1524,2286.0,0,0
743,153998,2018,4,0,0,0.0,0,0
744,153998,2018,5,0,0,0.0,0,0
745,153998,2018,6,0,0,0.0,0,0
746,153998,2018,9,0,0,0.0,0,0
747,153998,2018,12,0,0,0.0,0,0
748,154606,2018,8,12,21828,32742.0,0,0
749,154606,2018,6,4,9064,13596.0,0,0
750,154606,2018,3,3,7242,10863.0,413,74
751,154606,2018,11,2,4126,6189.0,381,69
752,154606,2018,9,2,1266,1899.0,0,0
753,154606,2018,4,1,1344,2016.0,549,99
754,154606,2018,2,0,0,0.0,0,0
755,154606,2018,5,0,0,0.0,0,0
756,154606,2018,7,0,0,0.0,0,0
757,154606,2018,10,0,0,0.0,0,0
758,154606,2018,12,0,0,0.0,0,0
759,154643,2018,7,16,11104,16656.0,0,0
760,154643,2018,6,8,18936,28404.0,596,107
761,154643,2018,5,8,5584,8376.0,0,0
762,154643,2018,10,8,5112,7668.0,0,0
763,154643,2018,8,4,6624,9936.0,0,0
764,154643,2018,12,3,4680,7020.0,0,0
765,154643,2018,2,2,4138,6207.0,0,0
766,154643,2018,9,2,4874,7311.0,0,0
767,154643,2018,3,0,0,0.0,0,0
768,154643,2018,4,0,0,0.0,0,0
769,154643,2018,11,0,0,0.0,0,0
770,154868,2018,8,20,36960,55440.0,0,0
771,154868,2018,6,16,14176,21264.0,0,0
772,154868,2018,5,12,18204,27306.0,0,0
773,154868,2018,7,8,10896,16344.0,0,0
774,154868,2018,10,4,6692,10038.0,0,0
775,154868,2018,12,3,3078,4617.0,0,0
776,154868,2018,3,1,1690,2535.0,0,0
777,154868,2018,2,0,0,0.0,0,0
778,154868,2018,4,0,0,0.0,0,0
779,154868,2018,9,0,0,0.0,0,0
780,154868,2018,11,0,0,0.0,0,0
781,155020,2018,6,24,17688,26532.0,676,122
782,155020,2018,9,8,19368,29052.0,0,0
783,155020,2018,4,4,9648,14472.0,0,0
784,155020,2018,10,4,9928,14892.0,0,0
785,155020,2018,2,0,0,0.0,0,0
786,155020,2018,3,0,0,0.0,0,0
787,155020,2018,5,0,0,0.0,0,0
788,155020,2018,7,0,0,0.0,0,0
789,155020,2018,8,0,0,0.0,0,0
790,155020,2018,11,0,0,0.0,0,0
791,155020,2018,12,0,0,0.0,0,0
792,155654,2018,6,16,25600,38400.0,0,0
793,155654,2018,12,12,20184,30276.0,0,0
794,155654,2018,7,8,10544,15816.0,0,0
795,155654,2018,2,3,4113,,0,0
796,155654,2018,3,2,2922,4383.0,0,0
797,155654,2018,4,2,2530,3795.0,0,0
798,155654,2018,9,2,1722,2583.0,0,0
799,155654,2018,10,2,3332,4998.0,0,0
800,155654,2018,5,0,0,0.0,0,0
801,155654,2018,8,0,0,0.0,0,0
802,155654,2018,11,0,0,0.0,0,0
803,155795,2018,6,16,38160,57240.0,0,0
804,155795,2018,5,12,21300,31950.0,409,74
805,155795,2018,12,12,6492,9738.0,0,0
806,155795,2018,8,8,6112,9168.0,0,0
807,155795,2018,9,8,9168,13752.0,0,0
808,155795,2018,11,6,7974,11961.0,0,0
809,155795,2018,3,4,6372,9558.0,0,0
810,155795,2018,7,4,4904,7356.0,0,0
811,155795,2018,4,3,1827,,0,0
812,155795,2018,10,2,3570,5355.0,0,0
813,155795,2018,2,1,1378,2067.0,0,0
814,155964,2018,7,16,9552,14328.0,0,0
815,155964,2018,6,12,15732,23598.0,0,0
816,155964,2018,12,12,26268,39402.0,0,0
817,155964,2018,11,6,13272,19908.0,0,0
818,155964,2018,3,2,2412,3618.0,0,0
819,155964,2018,4,1,1217,,0,0
820,155964,2018,2,1,622,933.0,0,0
821,155964,2018,5,0,0,0.0,0,0
822,155964,2018,8,0,0,0.0,0,0
823,155964,2018,9,0,0,0.0,0,0
824,155964,2018,10,0,0,0.0,0,0
825,156071,2018,2,0,0,0.0,0,0
826,156071,2018,3,0,0,0.0,0,0
827,156071,2018,4,0,0,0.0,0,0
828,156071,2018,5,0,0,0.0,0,0
829,156071,2018,6,0,0,0.0,0,0
830,156071,2018,7,0,0,0.0,0,0
831,156071,2018,8,0,0,0.0,0,0
832,156071,2018,9,0,0,0.0,0,0
833,156071,2018,10,0,0,0.0,0,0
834,156071,2018,11,0,0,0.0,0,0
835,156071,2018,12,0,0,0.0,0,0
836,156879,2018,6,16,24640,36960.0,0,0
837,156879,2018,10,4,2060,3090.0,0,0
838,156879,2018,2,0,0,0.0,0,0
839,156879,2018,3,0,0,0.0,0,0
840,156879,2018,4,0,0,0.0,0,0
841,156879,2018,5,0,0,0.0,0,0
842,156879,2018,7,0,0,0.0,0,0
843,156879,2018,8,0,0,0.0,0,0
844,156879,2018,9,0,0,0.0,0,0
845,156879,2018,11,0,0,0.0,0,0
846,156879,2018,12,0,0,0.0,0,0
847,157300,2018,8,16,13536,20304.0,0,0
848,157300,2018,7,12,28128,42192.0,0,0
849,157300,2018,5,8,13536,20304.0,0,0
850,157300,2018,9,8,6744,10116.0,0,0
851,157300,2018,11,6,9816,14724.0,0,0
852,157300,2018,4,3,6951,,0,0
853,157300,2018,2,0,0,0.0,0,0
854,157300,2018,3,0,0,0.0,0,0
855,157300,2018,6,0,0,0.0,0,0
856,157300,2018,10,0,0,0.0,0,0
857,157300,2018,12,0,0,0.0,0,0
858,157729,2018,5,20,44940,67410.0,0,0
859,157729,2018,7,20,23960,35940.0,0,0
860,157729,2018,12,15,13335,,0,0
861,157729,2018,4,2,1030,1545.0,0,0
862,157729,2018,9,2,1638,2457.0,0,0
863,157729,2018,2,0,0,0.0,0,0
864,157729,2018,3,0,0,0.0,0,0
865,157729,2018,6,0,0,0.0,0,0
866,157729,2018,8,0,0,0.0,0,0
867,157729,2018,10,0,0,0.0,0,0
868,157729,2018,11,0,0,0.0,0,0
869,159500,2018,7,24,26304,39456.0,743,134
870,159500,2018,5,16,23056,34584.0,0,0
871,159500,2018,6,16,10256,15384.0,0,0
872,159500,2018,8,12,23052,34578.0,0,0
873,159500,2018,12,9,14958,22437.0,0,0
874,159500,2018,4,3,2850,4275.0,0,0
875,159500,2018,10,2,2724,4086.0,0,0
876,159500,2018,11,2,1994,2991.0,0,0
877,159500,2018,2,1,1268,1902.0,0,0
878,159500,2018,3,0,0,0.0,0,0
879,159500,2018,9,0,0,0.0,0,0
880,161780,2018,6,12,10116,15174.0,0,0
881,161780,2018,12,9,7155,,0,0
882,161780,2018,10,6,11154,16731.0,0,0
883,161780,2018,11,6,11670,17505.0,0,0
884,161780,2018,2,0,0,0.0,0,0
885,161780,2018,3,0,0,0.0,0,0
886,161780,2018,4,0,0,0.0,0,0
887,161780,2018,5,0,0,0.0,0,0
888,161780,2018,7,0,0,0.0,0,0
889,161780,2018,8,0,0,0.0,0,0
890,161780,2018,9,0,0,0.0,0,0
891,164224,2018,6,8,11504,17256.0,0,0
892,164224,2018,12,6,8820,13230.0,0,0
893,164224,2018,8,4,4508,6762.0,0,0
894,164224,2018,11,4,7132,10698.0,390,70
895,164224,2018,4,2,4184,6276.0,0,0
896,164224,2018,2,0,0,0.0,0,0
897,164224,2018,3,0,0,0.0,0,0
898,164224,2018,5,0,0,0.0,0,0
899,164224,2018,7,0,0,0.0,0,0
900,164224,2018,9,0,0,0.0,0,0
901,164224,2018,10,0,0,0.0,0,0
902,164559,2018,7,20,36500,54750.0,0,0
903,164559,2018,12,9,12267,,0,0
904,164559,2018,9,8,17664,26496.0,0,0
905,164559,2018,11,4,7240,10860.0,0,0
906,164559,2018,2,0,0,0.0,0,0
907,164559,2018,4,0,0,0.0,0,0
908,164559,2018,3,0,0,0.0,0,0
909,164559,2018,5,0,0,0.0,0,0
910,164559,2018,6,0,0,0.0,0,0
911,164559,2018,8,0,0,0.0,0,0
912,164559,2018,10,0,0,0.0,0,0
913,165339,2018,7,24,56904,85356.0,0,0
914,165339,2018,9,8,17248,25872.0,0,0
915,165339,2018,10,8,18896,28344.0,0,0
916,165339,2018,12,6,9606,14409.0,0,0
917,165339,2018,3,4,6308,9462.0,0,0
918,165339,2018,6,4,9104,13656.0,0,0
919,165339,2018,4,1,2105,,0,0
920,165339,2018,2,0,0,0.0,0,0
921,165339,2018,5,0,0,0.0,0,0
922,165339,2018,8,0,0,0.0,0,0
923,165339,2018,11,0,0,0.0,0,0
924,166175,2018,7,28,19432,29148.0,540,97
925,166175,2018,6,8,16648,24972.0,0,0
926,166175,2018,8,8,17368,26052.0,0,0
927,166175,2018,5,4,4748,7122.0,621,112
928,166175,2018,2,1,1721,,0,0
929,166175,2018,3,0,0,0.0,0,0
930,166175,2018,4,0,0,0.0,0,0
931,166175,2018,9,0,0,0.0,0,0
932,166175,2018,10,0,0,0.0,0,0
933,166175,2018,11,0,0,0.0,0,0
934,166175,2018,12,0,0,0.0,0,0
935,166273,2018,6,16,10528,15792.0,0,0
936,166273,2018,12,12,10236,15354.0,408,73
937,166273,2018,9,8,18176,27264.0,0,0
938,166273,2018,10,8,9592,14388.0,0,0
939,166273,2018,5,4,4588,6882.0,522,94
940,166273,2018,11,4,7060,10590.0,0,0
941,166273,2018,2,0,0,0.0,0,0
942,166273,2018,3,0,0,0.0,0,0
943,166273,2018,4,0,0,0.0,0,0
944,166273,2018,7,0,0,0.0,0,0
945,166273,2018,8,0,0,0.0,0,0
946,166966,2018,7,20,22040,33060.0,0,0
947,166966,2018,12,9,13788,20682.0,0,0
948,166966,2018,5,8,19736,29604.0,0,0
949,166966,2018,9,6,14052,21078.0,0,0
950,166966,2018,10,4,9104,13656.0,0,0
951,166966,2018,11,4,8360,12540.0,0,0
952,166966,2018,2,2,3072,4608.0,0,0
953,166966,2018,4,1,536,804.0,0,0
954,166966,2018,3,0,0,0.0,0,0
955,166966,2018,6,0,0,0.0,0,0
956,166966,2018,8,0,0,0.0,0,0
957,167569,2018,2,0,0,0.0,0,0
958,167569,2018,3,0,0,0.0,0,0
959,167569,2018,4,0,0,0.0,0,0
960,167569,2018,5,0,0,0.0,0,0
961,167569,2018,6,0,0,0.0,0,0
962,167569,2018,7,0,0,0.0,0,0
963,167569,2018,8,0,0,0.0,0,0
964,167569,2018,9,0,0,0.0,0,0
965,167569,2018,10,0,0,0.0,0,0
966,167569,2018,11,0,0,0.0,0,0
967,167569,2018,12,0,0,0.0,0,0
968,168160,2018,6,12,27876,41814.0,0,0
969,168160,2018,8,12,14616,21924.0,0,0
970,168160,2018,9,8,4144,6216.0,0,0
971,168160,2018,10,6,13752,20628.0,0,0
972,168160,2018,5,4,4152,6228.0,0,0
973,168160,2018,7,4,9436,14154.0,0,0
974,168160,2018,2,3,1860,2790.0,0,0
975,168160,2018,4,3,3522,5283.0,0,0
976,168160,2018,12,3,4296,6444.0,0,0
977,168160,2018,11,2,4508,6762.0,418,75
978,168160,2018,3,0,0,0.0,0,0
979,168887,2018,6,16,19744,29616.0,0,0
980,168887,2018,12,15,36420,54630.0,0,0
981,168887,2018,8,8,4464,6696.0,0,0
982,168887,2018,5,4,4460,6690.0,0,0
983,168887,2018,3,3,6894,10341.0,0,0
984,168887,2018,4,2,2998,4497.0,0,0
985,168887,2018,2,0,0,0.0,0,0
986,168887,2018,7,0,0,0.0,0,0
987,168887,2018,9,0,0,0.0,0,0
988,168887,2018,11,0,0,0.0,0,0
989,168887,2018,10,0,0,0.0,562,101
990,169529,2018,5,16,27408,41112.0,0,0
991,169529,2018,11,8,6072,9108.0,0,0
992,169529,2018,6,4,7416,11124.0,0,0
993,169529,2018,7,4,6272,9408.0,0,0
994,169529,2018,2,0,0,0.0,0,0
995,169529,2018,3,0,0,0.0,0,0
996,169529,2018,4,0,0,0.0,0,0
997,169529,2018,8,0,0,0.0,0,0
998,169529,2018,9,0,0,0.0,0,0
999,169529,2018,10,0,0,0.0,0,0
1000,169529,2018,12,0,0,0.0,0,0
1001,170368,2018,5,12,17028,25542.0,553,100
1002,170368,2018,10,8,4016,6024.0,0,0
1003,170368,2018,11,6,5496,8244.0,0,0
1004,170368,2018,2,3,3714,5571.0,0,0
1005,170368,2018,3,1,806,1209.0,434,78
1006,170368,2018,4,1,1763,,0,0
1007,170368,2018,6,0,0,0.0,0,0
1008,170368,2018,7,0,0,0.0,0,0
1009,170368,2018,8,0,0,0.0,0,0
1010,170368,2018,9,0,0,0.0,0,0
1011,170368,2018,12,0,0,0.0,0,0
1012,170443,2018,9,8,13296,19944.0,469,84
1013,170443,2018,6,8,12392,18588.0,0,0
1014,170443,2018,8,8,18784,28176.0,0,0
1015,170443,2018,3,4,8408,12612.0,0,0
1016,170443,2018,2,3,5979,,0,0
1017,170443,2018,11,2,4798,7197.0,0,0
1018,170443,2018,4,1,1049,,0,0
1019,170443,2018,5,0,0,0.0,0,0
1020,170443,2018,7,0,0,0.0,0,0
1021,170443,2018,10,0,0,0.0,0,0
1022,170443,2018,12,0,0,0.0,0,0
1023,170655,2018,2,0,0,0.0,0,0
1024,170655,2018,3,0,0,0.0,0,0
1025,170655,2018,4,0,0,0.0,0,0
1026,170655,2018,5,0,0,0.0,0,0
1027,170655,2018,6,0,0,0.0,0,0
1028,170655,2018,7,0,0,0.0,0,0
1029,170655,2018,8,0,0,0.0,0,0
1030,170655,2018,9,0,0,0.0,0,0
1031,170655,2018,10,0,0,0.0,0,0
1032,170655,2018,11,0,0,0.0,0,0
1033,170655,2018,12,0,0,0.0,0,0
1034,171192,2018,6,24,18816,28224.0,0,0
1035,171192,2018,11,6,13236,19854.0,0,0
1036,171192,2018,10,4,4328,6492.0,0,0
1037,171192,2018,3,3,7347,,0,0
1038,171192,2018,2,3,5361,,0,0
1039,171192,2018,4,0,0,0.0,0,0
1040,171192,2018,5,0,0,0.0,0,0
1041,171192,2018,7,0,0,0.0,0,0
1042,171192,2018,8,0,0,0.0,0,0
1043,171192,2018,9,0,0,0.0,0,0
1044,171192,2018,12,0,0,0.0,0,0
1045,171691,2018,6,24,43728,65592.0,0,0
1046,171691,2018,5,8,14808,22212.0,0,0
1047,171691,2018,10,8,17128,25692.0,556,100
1048,171691,2018,7,4,3528,5292.0,0,0
1049,171691,2018,11,4,6064,9096.0,0,0
1050,171691,2018,9,2,3106,4659.0,0,0
1051,171691,2018,2,0,0,0.0,0,0
1052,171691,2018,3,0,0,0.0,0,0
1053,171691,2018,4,0,0,0.0,0,0
1054,171691,2018,8,0,0,0.0,0,0
1055,171691,2018,12,0,0,0.0,0,0
1056,171788,2018,12,15,20220,30330.0,0,0
1057,171788,2018,5,12,6516,9774.0,0,0
1058,171788,2018,9,8,5608,8412.0,0,0
1059,171788,2018,8,4,9220,13830.0,0,0
1060,171788,2018,6,4,2116,3174.0,782,141
1061,171788,2018,4,3,4179,,0,0
1062,171788,2018,3,2,4246,6369.0,0,0
1063,171788,2018,2,0,0,0.0,0,0
1064,171788,2018,7,0,0,0.0,0,0
1065,171788,2018,10,0,0,0.0,0,0
1066,171788,2018,11,0,0,0.0,0,0
1067,171908,2018,7,16,13360,20040.0,0,0
1068,171908,2018,5,8,7448,11172.0,0,0
1069,171908,2018,6,8,19848,29772.0,0,0
1070,171908,2018,10,4,9892,14838.0,0,0
1071,171908,2018,12,3,2991,,0,0
1072,171908,2018,2,0,0,0.0,0,0
1073,171908,2018,3,0,0,0.0,0,0
1074,171908,2018,4,0,0,0.0,0,0
1075,171908,2018,8,0,0,0.0,0,0
1076,171908,2018,9,0,0,0.0,0,0
1077,171908,2018,11,0,0,0.0,0,0
1078,172200,2018,7,24,54192,81288.0,0,0
1079,172200,2018,8,20,36300,54450.0,0,0
1080,172200,2018,6,16,25824,38736.0,0,0
1081,172200,2018,5,8,15472,23208.0,0,0
1082,172200,2018,4,3,5121,,0,0
1083,172200,2018,12,0,0,0.0,561,101
1084,172200,2018,2,0,0,0.0,0,0
1085,172200,2018,3,0,0,0.0,0,0
1086,172200,2018,9,0,0,0.0,0,0
1087,172200,2018,10,0,0,0.0,0,0
1088,172200,2018,11,0,0,0.0,0,0
1089,172610,2018,5,12,6924,10386.0,0,0
1090,172610,2018,12,12,29424,44136.0,0,0
1091,172610,2018,10,8,15984,23976.0,0,0
1092,172610,2018,2,3,5442,8163.0,0,0
1093,172610,2018,4,1,1095,,0,0
1094,172610,2018,3,0,0,0.0,0,0
1095,172610,2018,6,0,0,0.0,0,0
1096,172610,2018,7,0,0,0.0,0,0
1097,172610,2018,8,0,0,0.0,0,0
1098,172610,2018,9,0,0,0.0,0,0
1099,172610,2018,11,0,0,0.0,0,0
1100,172755,2018,5,12,10044,15066.0,0,0
1101,172755,2018,12,9,12168,18252.0,0,0
1102,172755,2018,8,8,10920,16380.0,765,138
1103,172755,2018,6,8,5896,8844.0,0,0
1104,172755,2018,10,2,2890,4335.0,0,0
1105,172755,2018,4,1,1434,2151.0,0,0
1106,172755,2018,2,0,0,0.0,0,0
1107,172755,2018,3,0,0,0.0,0,0
1108,172755,2018,7,0,0,0.0,0,0
1109,172755,2018,9,0,0,0.0,0,0
1110,172755,2018,11,0,0,0.0,0,0
1111,172971,2018,8,16,12240,18360.0,0,0
1112,172971,2018,5,12,29076,43614.0,0,0
1113,172971,2018,6,12,21888,32832.0,0,0
1114,172971,2018,10,6,5946,8919.0,0,0
1115,172971,2018,4,3,7263,,0,0
1116,172971,2018,2,0,0,0.0,0,0
1117,172971,2018,3,0,0,0.0,0,0
1118,172971,2018,7,0,0,0.0,0,0
1119,172971,2018,9,0,0,0.0,0,0
1120,172971,2018,11,0,0,0.0,0,0
1121,172971,2018,12,0,0,0.0,0,0
1122,173343,2018,6,24,43056,64584.0,0,0
1123,173343,2018,7,20,38720,58080.0,0,0
1124,173343,2018,8,12,29772,44658.0,0,0
1125,173343,2018,11,6,14274,21411.0,543,98
1126,173343,2018,12,6,3090,4635.0,0,0
1127,173343,2018,5,4,5656,8484.0,0,0
1128,173343,2018,10,4,4204,6306.0,0,0
1129,173343,2018,3,3,1881,,0,0
1130,173343,2018,2,0,0,0.0,0,0
1131,173343,2018,4,0,0,0.0,0,0
1132,173343,2018,9,0,0,0.0,0,0
1133,173506,2018,8,20,46660,69990.0,0,0
1134,173506,2018,12,12,20952,31428.0,0,0
1135,173506,2018,10,8,14080,21120.0,0,0
1136,173506,2018,6,4,4712,7068.0,0,0
1137,173506,2018,3,3,3528,5292.0,0,0
1138,173506,2018,2,1,1718,2577.0,494,89
1139,173506,2018,4,0,0,0.0,0,0
1140,173506,2018,5,0,0,0.0,0,0
1141,173506,2018,7,0,0,0.0,0,0
1142,173506,2018,9,0,0,0.0,0,0
1143,173506,2018,11,0,0,0.0,0,0
1144,175902,2018,8,16,15184,22776.0,0,0
1145,175902,2018,12,15,30825,,0,0
1146,175902,2018,4,3,5349,,0,0
1147,175902,2018,9,2,4758,7137.0,589,106
1148,175902,2018,11,0,0,0.0,401,72
1149,175902,2018,2,0,0,0.0,0,0
1150,175902,2018,3,0,0,0.0,0,0
1151,175902,2018,5,0,0,0.0,0,0
1152,175902,2018,6,0,0,0.0,0,0
1153,175902,2018,7,0,0,0.0,0,0
1154,175902,2018,10,0,0,0.0,0,0
1155,175967,2018,7,20,10260,15390.0,0,0
1156,175967,2018,6,16,29424,44136.0,0,0
1157,175967,2018,11,6,4554,6831.0,0,0
1158,175967,2018,12,3,2115,,0,0
1159,175967,2018,4,2,3516,5274.0,0,0
1160,175967,2018,2,0,0,0.0,0,0
1161,175967,2018,3,0,0,0.0,0,0
1162,175967,2018,5,0,0,0.0,0,0
1163,175967,2018,8,0,0,0.0,0,0
1164,175967,2018,9,0,0,0.0,0,0
1165,175967,2018,10,0,0,0.0,0,0
1166,176142,2018,7,24,42696,64044.0,0,0
1167,176142,2018,8,24,21120,31680.0,0,0
1168,176142,2018,6,12,15348,23022.0,0,0
1169,176142,2018,9,8,10464,15696.0,0,0
1170,176142,2018,4,2,1684,2526.0,0,0
1171,883702,2018,7,7,5761,5761.0,442,80
1172,754416,2018,7,7,12845,12845.0,449,81
1173,127663,2017,7,7,15547,15547.0,598,108
1174,324997,2018,7,7,17409,17409.0,598,108
1175,170965,2018,7,7,7168,7168.0,469,84
1176,421580,2017,7,7,6755,6755.0,518,93
1177,237586,2017,7,7,14973,14973.0,800,144
1178,920792,2017,7,7,15162,15162.0,489,88
1179,462128,2018,7,7,13244,13244.0,633,114
1180,651377,2018,7,7,7077,7077.0,504,91
1181,403052,2018,7,7,14497,14497.0,637,115
1182,966391,2018,7,7,15400,15400.0,684,123
1183,929701,2017,7,7,11802,11802.0,588,106
1184,104586,2017,7,7,6846,6846.0,0,0
1185,105992,2017,7,7,8610,8610.0,0,0
1186,107203,2017,7,7,10612,10612.0,0,0
1187,113877,2017,7,7,11011,11011.0,0,0
1188,120393,2017,7,7,8911,8911.0,0,0
1189,123060,2017,7,7,15463,15463.0,0,0
1190,124038,2017,7,7,15897,15897.0,0,0
1191,128467,2017,7,7,8323,8323.0,0,0
1192,131721,2017,7,7,10724,10724.0,0,0
1193,138993,2017,7,7,13314,13314.0,0,0
1194,144977,2017,7,7,7756,7756.0,0,0
1195,147602,2017,7,7,15330,15330.0,0,0
1196,160773,2017,7,7,16604,16604.0,0,0
1197,163970,2017,7,7,5453,5453.0,0,0
1198,165484,2017,7,7,6678,6678.0,0,0
1199,166865,2017,7,7,13909,13909.0,0,0
1200,167062,2017,7,7,14980,14980.0,0,0
1201,168316,2017,7,7,11165,11165.0,0,0
1202,170027,2017,7,7,3556,3556.0,0,0
1203,172345,2017,7,7,9751,9751.0,0,0
1204,175249,2017,7,7,11634,11634.0,0,0
1205,175342,2017,7,7,10689,10689.0,0,0
1206,177700,2017,7,7,3829,3829.0,0,0
1207,180380,2017,7,7,9660,9660.0,0,0
1208,183208,2017,7,7,15904,15904.0,0,0
